,Unnamed: 0,text,label,clean_tweet,English,hindi,sentiment
2489,2489,Tere Ko politics karne ke liye aaj hi Mila tha? Apna haathi leke pehle UP mein kaam kar,0,tere ko politics karne ke liye aaj hi mila tha apna haathi leke pehle up mein kaam kar,"you got me today to do politics, first work in up with your elephant.","""आपने मुझे आज राजनीति करने के लिए बुलाया, पहले अपने हाथी के साथ यूपी में काम करें।""",No_sarcasm
2490,2490,Akhilesh ji kisi bhi aksmiq ghatana par bhi aap politics karane se baaz nahi aate....,0,akhilesh ji kisi bhi aksmiq ghatana par bhi aap politics karane se baaz nahi aate,akhilesh ji does not stop doing politics even in case of any accidental loss.,किसी आकस्मिक नुकसान की स्थिति में भी अखिलेश जी राजनीति करना नहीं छोड़ते।,No_sarcasm
2491,2491,Abe ab tumhe tatti pe bhi politics karni he. Hadd ho gayi yaar,0,abe ab tumhe tatti pe bhi politics karni hadd ho gayi yaar,"now you have stopped doing politics on your stomach too, my friend.","""अब तो तुमने पेट पर राजनीति करना भी बंद कर दिया है मेरे दोस्त।""",No_sarcasm
2492,2492,Pakistan mai cricket ki wapis aney par Awam khush or pur josh hai,0,pakistan mai cricket ki wapis aney par awam khush pur josh hai,people are happy and excited about the return of cricket in pakistan.,पाकिस्तान में क्रिकेट की वापसी से लोग खुश और उत्साहित हैं.,No_sarcasm
2493,2493,"Ham Aap se keh to rahe he ki Hindu-Muslim ki politics karna Modi-BJP Chhod de to 1bhi chunav nhi Jit Payege,Babri se Start ho kar abhi tak pic.twitter.com/TcirmUgkER",0,ham aap se keh rahe ki hindu muslim ki politics karna modi bjp chhod de bhi chunav nhi jit payege babri se start ho kar abhi tak pic twitter comtcirmugker,"we are telling you that modi bjp should not do politics of hindu muslim, even if he gets elected, start from babri till now pic twitter comtcirmugker","""हम आपसे कह रहे हैं कि मोदी बीजेपी को हिंदू मुस्लिम की राजनीति नहीं करनी चाहिए, भले ही वह चुन लिए जाएं, बाबरी से लेकर अब तक pic twitter comTcirmUgkER""",No_sarcasm
2494,2494,"Abhi ye bhi muje bathana padega politics Hai Bhai, tum sab log hamare same bhi jukthe Hai, election ke badh tum log Kya karte ho. Same.",0,abhi ye bhi muje bathana padega politics hai bhai tum sab log hamare bhi jukthe hai election ke badh tum log kya karte ho same,"this time i will also have to teach you about politics. brother, you all have joined us too. after the election, you are logged in. what are you doing?","""इस बार तुम्हें राजनीति भी सिखानी पड़ेगी। भाई, तुम सब भी हमारे साथ आ गए हो। चुनाव के बाद लॉग इन हो गए। क्या कर रहे हो?""",No_sarcasm
2495,2495,"Politics regionalism apni jagah insaniyat jo hindustaan hain apni jagah marathi bengali bihari poorvanchali, tamil se pehle hum.insaan bane",0,politics regionalism apni jagah insaniyat jo hindustaan hain apni jagah marathi bengali bihari poorvanchali tamil se pehle hum insaan bane,politics regionalism in our place insaniyat jo hindustaan ​​hain in our place marathi bengali bihari poorvanchali tamil before we became human,Politics regionalism in our place insaniyat jo hindustaan ​​hain in our place marathi bengali bihari poorvanchali tamil before we became human,No_sarcasm
2496,2496,Baraye Sharif sb tu laiey they innko chotay Sharifs ko politics mein pasaiy baanay kay liye.  Kaam hi innohnay yehi kia .,0,baraye sharif sb tu laiey innko chotay sharifs ko politics mein pasaiy baanay kay liye kaam hi innohnay yehi kia,baraye sharif sb tu laiye inko chotay sharifs ko paisaiy mein politics kaay liye kaam hi innohnay yehi kiya,Baraye Sharif sb tu laiye inko chotay Sharifs ko paisaiy mein politics kaay liye kaam hi innohnay yehi kiya,No_sarcasm
2497,2497,Triple Talaq pe ek chhoti si debate.. bhagoda bhakt bhaag gaya aaj tak nazar nahi aaya us post pe.,0,triple talaq pe ek chhoti si debate bhagoda bhakt bhaag gaya aaj tak nazar nahi aaya us post pe,bhakt ran away from a small debate on triple talaq and did not look at that post till today.,तीन तलाक पर हुई छोटी सी बहस से भाग गए भक्त और आज तक उस पोस्ट पर नजर नहीं डाली.,No_sarcasm
2498,2498,"Mera bhi ,Life bahot boring ho gayi hai @sachin_rt k retire k bad,wo maza nahi aata ab cricket k chakke chauke me.",0,mera bhi life bahot boring ho gayi hai k retire k bad wo maza nahi aata ab cricket k chakke chauke,my life has become so boring that after retiring i don't get any fun after playing cricket.,मेरी जिंदगी इतनी बोरिंग हो गई है कि रिटायर होने के बाद क्रिकेट खेलने में कोई मजा नहीं आता.,No_sarcasm
2499,2499,Triple talaq bhul gaye ji,0,triple talaq bhul gaye ji,have you forgotten triple talaq?,क्या आप तीन तलाक भूल गए?,No_sarcasm
2500,2500,#Cricket_News:  Umar Akmal Aur Kamran Akmal Ko Har Iss Coach Se Takleef Hai Jo Inhain Na Khilai....* #WaqarYounis #AQiB_NAWAZ Nijam,0,cricket news umar akmal aur kamran akmal ko har iss coach se takleef hai jo inhain na khilai waqaryounis aqib nawaz nijam,cricket news umar akmal and kamran akmal are upset with their coach who did not play them waqaryounis aqib nawaz nijam,क्रिकेट समाचार उमर अकमल और कामरान अकमल अपने कोच से नाराज़ हैं जिन्होंने उन्हें नहीं खिलाया वकारयूनिस AQiB नवाज़ निज़ाम,No_sarcasm
2501,2501,"@Vjuneesh Sach bataya par ladkiyaan samajhti hein, ladkon ki gaaliyaan de kar trendy ban rahin hein #irony :)",1,sach bataya par ladkiyaan samajhti hein ladkon ki gaaliyaan de kar trendy ban rahin hein irony,"the irony is that after telling the truth, girls are becoming trendy by abusing boys.","""विडंबना यह है कि सच बोलने के बाद लड़कियां लड़कों को गालियां देकर फैशनेबल बन रही हैं।""",sarcasm
2502,2502,"sabko holi par he pani ki barbaadi dikhti h ,,,, in logo ko cricket grund mei lakho ltr barbaad hone wala pani kyu nahi najar aata ??",0,sabko holi par pani ki barbaadi dikhti h logo ko cricket grund mei lakho ltr barbaad hone wala pani kyu nahi najar aata,everyone sees wastage of water on holi. why is water not being wasted because of cricket?,होली पर पानी की बर्बादी हर कोई देखता है. क्रिकेट के कारण पानी की बर्बादी क्यों नहीं हो रही?,No_sarcasm
2503,2503,Aur hame us ladki se jise cricket se pyaar hai...,0,aur hame us ladki se jise cricket se pyaar hai,and we met the girl who loves cricket,और हम उस लड़की से मिले जिसे क्रिकेट पसंद है,No_sarcasm
2504,2504,Indian politics ko ek Alag Aur sakaratmak raah per le jaane wale  yug purush sri  Kejriwal ko hamari Aur se janamdin kee lakh lakh badhaiyan,0,indian politics ko ek alag aur sakaratmak raah per le jaane wale yug purush sri kejriwal ko hamari aur se janamdin kee lakh lakh badhaiyan,lakhs of congratulations to mr. kejriwal on his new birth anniversary.,श्री केजरीवाल को उनकी नई जयंती पर लाख-लाख बधाइयाँ।,No_sarcasm
2505,2505,Waqt ki rah par mera agla kadam mujhko paoge tum jaooge tum jahan meherbaan #UrmilaMatondkar #ARRahman @ashabhosle #Bollywood #dance #musicpic.twitter.com/HBLfHhaQ4V,0,waqt ki rah par mera agla kadam mujhko paoge tum jaooge tum jahan meherbaan urmilamatondkar arrahman bollywood dance musicpic twitter comhblfhhaqv,"my next step on the path of time, you will find me only when you visit this world. urmilamatondkar arrahman bollywood dance musicpic twitter comhblfhhaqv","""वक्त की राह पर मेरा अगला कदम, तुम मुझे तभी पाओगे जब इस दुनिया में आओगे। उर्मिला मातोंडकर ARRahman बॉलीवुड डांस म्यूजिकपिक ट्विटर comHBLfHhaQV""",No_sarcasm
2506,2506,This is politics beta .. ye ch****tia kisi aur ko bena .. Tu aur tera Chanel kis k isharoon pe chelta ha awaam seb janti ha ..,0,this politics beta ye ch tia kisi aur ko bena tu aur tera chanel kis k isharoon pe chelta ha awaam seb janti ha,"this politics beta, you have created someone else's channel, you and your channel are based on someone's signals, people are aware of this.","""ये राजनीति बेटा, तुमने किसी और का चैनल बना रखा है, तुम और तुम्हारा चैनल किसी के इशारों पर चल रहा है, ये बात लोगों को पता है।""",No_sarcasm
2507,2507,#BOLLYWOOD  Chirag Kahan Roshni Kahan | Devendra Goel | 1959,0,bollywood chirag kahan roshni kahan devendra goel,bollywood chirag kahan roshni kahan devendra goel,BOLLYWOOD Chirag Kahan Roshni Kahan Devendra Goel,No_sarcasm
2508,2508,Aaoge jab tum o saajana.... #HappiestWhenSinging #JabWeMet #RashidKhan #Bollywood #Classics #Melody pic.twitter.com/10tZFBMc5t,0,aaoge jab tum saajana happiestwhensinging jabwemet rashidkhan bollywood classics melody pic twitter comtzfbmct,aaoge jab tum saajana happiestwhensinging jabwemet rashidkhan bollywood classics melody pic twitter comtzfbmct,Aaoge jab tum saajana HappiestWhenSinging JabWeMet RashidKhan Bollywood Classics Melody pic twitter comtZFBMct,No_sarcasm
2509,2509,@ajaydevgn #Mumbaikars chi pan aataa satakali #MumbaiRains #Bollywood pic.twitter.com/O8hTQ5ep0k,0,mumbaikars chi pan aataa satakali mumbairains bollywood pic twitter comohtqepk,mumbaikars chi pan aataa satakali mumbairains bollywood pic twitter comohtqepk,मुंबईकर्स ची पैन आता सताकली मुंबईरेन्स बॉलीवुड तस्वीर ट्विटर comOhTQepk,No_sarcasm
2510,2510,"01 #September  2006 Lage Raho Munna Bhai - Sanjay Dutt, Vidya Balan, Arshad Warsi.   #11YearsOfLageRahoMunnaBhai #Bollywood #nostalgiapic.twitter.com/ttRgK2D0pa",0,september lage raho munna bhai sanjay dutt vidya balan arshad warsi yearsoflagerahomunnabhai bollywood nostalgiapic twitter comttrgkdpa,september lage raho munna bhai sanjay dutt vidya balan arshad warsi yearsoflagerahomunnabhai bollywood nostalgiapic twitter comttrgkdpa,September Lage Raho Munna Bhai Sanjay Dutt Vidya Balan Arshad Warsi YearsOfLageRahoMunnaBhai Bollywood nostalgiapic twitter comttRgKDpa,No_sarcasm
2511,2511,Agar kuch nahi kiya gaya population control or triple talaq pe to jarur hoga,0,agar kuch nahi kiya gaya population control triple talaq pe jarur hoga,if nothing is done then population control will definitely happen on triple talaq.,अगर कुछ नहीं किया तो तीन तलाक पर जनसंख्या नियंत्रण जरूर हो जाएगा.,No_sarcasm
2512,2512,sachin sir tumala baban chi adhvan te yet asal. Jitki utkrashta tenchi marathi lekhane hote. tetkes utkrashtra tumche cricket aahe.,0,sachin sir tumala baban chi adhvan te yet asal jitki utkrashta tenchi marathi lekhane hote tetkes utkrashtra tumche cricket aahe,sachin sir tumala baban chi adhvan te yet asal jitki utkrashta tenchi marathi lekhane hote tetkes utkrashtra tumche cricket aahe,सचिन सर तुमला बबन ची अधवन ते अभी तक असल जितनी उत्क्रष्ट तेनची मराठी लेखन होते टेटकेस उत्कृष्ट तुम्हें क्रिकेट आहे,No_sarcasm
2513,2513,Inko news channel wala Dhundhh raha  Triple talaq par Debate thha pic.twitter.com/2BnouRHNqP,0,inko news channel wala dhundhh raha triple talaq par debate thha pic twitter combnourhnqp,inko news channel wala dhundhh raha triple talaq par debate thha pic twitter combnourhnqp,Inko news channel wala Dhundhh raha Triple talaq par Debate thha pic twitter comBnouRHNqP,No_sarcasm
2514,2514,@SGanguly99 sir aapnio jodi aamar saath na den tahole hoyto aami aar kono din cricket khelbo na because aamar barrir obostha khub bhalo na,0,sir aapnio jodi aamar saath na den tahole hoyto aami aar kono din cricket khelbo na aamar barrir obostha khub bhalo na,sir aapnio jodi aamar saath na den tahole hoyto aami aar kono din cricket khelbo na aamar barrir obostha khub bhalo na,सर आपनियो जोड़ी आमार साथ ना देन तहोले होयतो आमी आर कोनो दिन क्रिकेट खेलबो ना आमार बैरिर ओबोस्थ खूब भालो ना,No_sarcasm
2515,2515,#TripleTalaq sabhi sambhidhan ki najar me saman to musalman alag kaise?aazadi ke samay in logon ne Pakistan bana liya.kanoon ko mano.,0,tripletalaq sabhi sambhidhan ki najar saman musalman alag kaiseaazadi ke samay logon ne pakistan bana liya kanoon ko mano,tripletalaq is the same as all the principles and muslims are different. how did people make pakistan a law at the time of independence?,तीन तलाक के सभी सिद्धांत एक जैसे हैं और मुस्लिम अलग-अलग हैं। आजादी के समय लोगों ने पाकिस्तान का कानून कैसे बना दिया?,No_sarcasm
2516,2516,BC cricket chchodo aur kuch padh likh bhi lo. Ab to US bhi tumhe bheekh dene se mana kar diya hai. Jao chaato China ki choot....,0,bc cricket chchodo aur kuch padh likh bhi lo ab us bhi tumhe bheekh dene se mana kar diya hai jao chaato china ki choot,"bc watch cricket and read something too, now even the us has forbidden you from giving you a lesson, go and lick china's pussy","""बीसी क्रिकेट देखो और कुछ पढ़ो भी, अब तो अमेरिका ने भी तुम्हें सबक देने से मना कर दिया है, जाओ चीन की चूत चाटो""",No_sarcasm
2517,2517,"Jale ko aag kehte hai, buje ko rakh kehte hai, vaise hi Virat Kohli ko Cricket ka Badhsha Kehte hai...!",0,jale ko aag kehte hai buje ko rakh kehte hai vaise hi virat kohli ko cricket ka badhsha kehte hai,"jale is called aag, buje is called rakh, similarly virat kohli is called badhsha of cricket.","""जले को आग कहा जाता है, बुझे को राख कहा जाता है, उसी तरह विराट कोहली को क्रिकेट का बादशा कहा जाता है।""",No_sarcasm
2518,2518,Hindu muslim se pehle hum insan hai pareshni ke samay ek dusre ki madad kare..jo politics krte hai wo aap k kaam nahi aane wale,0,hindu muslim se pehle hum insan hai pareshni ke samay ek dusre ki madad kare jo politics krte hai wo aap k kaam nahi aane wale,"before hindu and muslim we are human beings, we help each other in times of trouble. those who do politics are of no use to you.","""हिंदू और मुस्लिम से पहले हम इंसान हैं, मुसीबत के समय एक-दूसरे की मदद करते हैं। राजनीति करने वाले आपके किसी काम के नहीं हैं।""",No_sarcasm
2519,2519,China cricket kyu nhi khelta?? Kyu k Technical problem hai Sab k face 1 jaise hote hai jo out ho jaye woh muh dho k phir se a sakta hai,0,china cricket kyu nhi khelta kyu k technical problem hai sab k face jaise hote hai jo ho jaye woh muh dho k phir se sakta hai,why doesn't china play cricket? why is there a technical problem?,चीन क्रिकेट क्यों नहीं खेलता? कोई तकनीकी समस्या क्यों है?,No_sarcasm
2520,2520,Aur triple talaq Lene par Shauhar (suwar) se 10 guna wasoolna bhi.,0,aur triple talaq lene par shauhar suwar se guna wasoolna bhi,and on taking triple talaq the husband has to face more problems than a pig,और तीन तलाक लेने पर पति को सूअर से भी ज्यादा परेशानियों का सामना करना पड़ता है,No_sarcasm
2521,2521,Kisi or field main to hai Aap ! Aap cricket ke liye bane the or bane hai !,0,kisi field main hai aap aap cricket ke liye bane bane hai,which field is your main focus? you are made for cricket.,आपका मुख्य फोकस किस क्षेत्र पर है? आप क्रिकेट के लिए बने हैं.,No_sarcasm
2522,2522,"Bhai ""Vande Matram"" gaya tha kya...? Yaa ""politics of appeasement"" aade aa gaya....",0,bhai vande matram gaya tha kya yaa politics appeasement aade aa gaya,bhai vande matram gaya tha kya yaa politics appeasement aade aa gaya,भाई वंदे मातरम् गया था क्या या फिर राजनीति तुष्टीकरण आड़े आ गया,No_sarcasm
2523,2523,Dil bhaot udaas hai hamarye establishment ko politics say fursat nai mujhy dar hai kay Yeh is mulk ko shan aur Iraq bana kar chore gay,0,dil bhaot udaas hai hamarye establishment ko politics say fursat nai mujhy dar hai kay yeh mulk ko aur iraq bana kar chore gay,my heart feels sad that the politics of our establishment have given me the opportunity to make this country gay and iraq.,मेरा दिल दुखी है कि हमारी स्थापना की राजनीति ने मुझे इस देश और इराक को समलैंगिक बनाने का अवसर दिया है।,No_sarcasm
2524,2524,"Sahi kaha aapne, or aaj v maulana modi ji ka muslim prem dekhiye k triple talaq khatam kr rhe hn Kya mohabbat h maulana modi ji ko muslim se",0,sahi kaha aapne aaj v maulana modi ji ka muslim prem dekhiye k triple talaq khatam kr rhe hn kya mohabbat h maulana modi ji ko muslim se,it is true that today you have seen maulana modi ji's muslim love and have done triple talaq. what love does maulana modi ji have for muslims?,ये सच है कि आज आपने मौलाना मोदी जी का मुस्लिम प्रेम देख लिया और तीन तलाक दे दिया. मौलाना मोदी जी को मुसलमानों से क्या प्यार है?,No_sarcasm
2525,2525,Jise woh pyar karta hai Usi ko azmata hai   #irony #abound,1,jise woh pyar karta hai usi ko azmata hai irony abound,irony abounds in the one he loves.,वह जिससे प्रेम करता है उसमें विडंबना प्रचुर मात्रा में होती है।,sarcasm
2526,2526,#NowPlaying Sanam Re by Divya Khosla Kumar @valleyfreeradio #Bollywood,0,nowplaying sanam re divya khosla kumar bollywood,nowplaying sanam re divya khosla kumar bollywood,अभी चल रहा है सनम रे दिव्या खोसला कुमार बॉलीवुड,No_sarcasm
2527,2527,"ek lota triple talaq se, Oxygen ke,Badh ke Aur train hadso ke sare daag dhul gaye",0,ek lota triple talaq se oxygen ke badh ke aur train hadso ke sare daag dhul gaye,one lot of triple talaq blocked the oxygen and all the days of train accidents were destroyed.,तीन तलाक के एक लॉट ने ऑक्सीजन बंद कर दी और रेल हादसों के सारे दिन बर्बाद हो गए.,No_sarcasm
2528,2528,aise logo ko bi kaam miljata hai jinhein cricket ki ABC ni pata aur aik hum hain jo farig bethe hain :| pic.twitter.com/zaJhMmQmlv,0,aise logo ko bi kaam miljata hai jinhein cricket ki abc ni pata aur aik hum hain jo farig bethe hain pic twitter comzajhmmqmlv,such people get no benefit who have not learned the abc of cricket and we are the ones who have left it. pic twitter comzajhmmqmlv,ऐसे लोगों को कोई फायदा नहीं मिलता जिन्होंने क्रिकेट की एबीसी नहीं सीखी और हम हैं कि इसे छोड़ चुके हैं. तस्वीर ट्विटर comzaJhMmQmlv,No_sarcasm
2529,2529,abhi Triple Talaq pe ban hua hai abb naqab be ban hoga,0,abhi triple talaq pe ban hua hai abb naqab ban hoga,now triple talaq has been banned and naqab will be banned,अब तीन तलाक पर प्रतिबंध लगा दिया गया है और नकाब पर भी प्रतिबंध लगाया जाएगा,No_sarcasm
2530,2530,Hamare PM saab ko ye kyun samajh me nahi aata..ki aur bhi Mudde hai zamane Triple Talaq k siwa.. Hamari fikr hai to 15 lakh accnt me dedo,0,hamare pm saab ko ye kyun samajh nahi aata ki aur bhi mudde hai zamane triple talaq k siwa hamari fikr hai lakh accnt dedo,why does our pm sahib not understand that these are still tough times? our opinion is nothing except triple talaq.,हमारे पीएम साहब को यह क्यों समझ में नहीं आता कि अभी भी मुश्किल समय है? हमारी राय ट्रिपल तलाक के अलावा और कुछ नहीं है।,No_sarcasm
2531,2531,Bhai dedo kashmir kam se kam kashmir  be jo politics ho rahi hai vo band ho sakey aur desh ki tarak ki par jordo,0,bhai dedo kashmir kam se kam kashmir jo politics ho rahi hai vo band ho sakey aur desh ki tarak ki par jordo,"brother, even the least kashmiri who is doing politics can join the band and make the country proud.","""भाई, राजनीति करने वाला छोटा से छोटा कश्मीरी भी इस समूह में शामिल हो सकता है और देश का नाम रोशन कर सकता है।""",No_sarcasm
2532,2532,"Subah subah Pakistani larne aa gaye. Border & Cricket se dil nahi bhara, ab ludo me bhi shikast chahiye inko.",0,subah subah pakistani larne aa gaye border cricket se dil nahi bhara ab ludo bhi shikast chahiye inko,good morning pakistani larnne aa gaye border cricket se nahi bhara bhi ludo bhi shikast chahiye inko,Good morning Pakistani larnne aa gaye Border Cricket se nahi bhara bhi ludo bhi shikast chahiye inko,No_sarcasm
2533,2533,#ViruPanti  TV par Sony aur  Cricket me dhoni kabhi rukte nahin,0,virupanti tv par sony aur cricket dhoni kabhi rukte nahin,virupanti tv par sony aur cricket dhoni never stops,ViruPanti TV par Sony aur Cricket Dhoni never stops,No_sarcasm
2534,2534,Abe chu chu triple talaq bhi gya.,0,abe chu chu triple talaq bhi gya,abe chu chu triple talaq bhi hai,Abe chu chu triple talaq bhi hai,No_sarcasm
2535,2535,"The #TripleTalaq debate with Ratan Sharda, Zeenat Shaukat Ali, Nasir Pathan Anand Narsimhan and Tanvi Shukla. pic.twitter.com/u085y4alJB",0,the tripletalaq debate ratan sharda zeenat shaukat ali nasir pathan anand narsimhan tanvi shukla pic twitter comuyaljb,the tripletalaq debate ratan sharda zeenat shaukat ali nasir pathan anand narsimhan tanvi shukla pic twitter comuyaljb,ट्रिपल तलाक बहस रतन शारदा जीनत शौकत अली नासिर पठान आनंद नरसिम्हन तन्वी शुक्ला तस्वीर ट्विटर comuyalJB,No_sarcasm
2536,2536,Akal nahi hai aage kya hoga sochne ki to jaake kheti karo... Politics mein aake desh lootke ghar kyu bharna hai?,0,akal nahi hai aage kya hoga sochne ki jaake kheti karo politics mein aake desh lootke ghar kyu bharna hai,"it is not wise to think about what will happen in the future, why do you think that you will go to politics and return the country to politics?","""भविष्य में क्या होगा इसके बारे में सोचना बुद्धिमानी नहीं है, आप ऐसा क्यों सोचते हैं कि आप राजनीति में जाएंगे और देश को राजनीति में लौटा देंगे?""",No_sarcasm
2537,2537,Cricket News: PcB Main Mujhe Dhika Diya Gaya Hai. Mujhe PcB Ka Aaeen Banane & Election Karwane K Liye Bheja Gaya Tha. Najam Setthi,0,cricket news pcb main mujhe dhika diya gaya hai mujhe pcb ka aaeen banane election karwane k liye bheja gaya tha najam setthi,cricket news pcb,क्रिकेट समाचार पीसीबी,No_sarcasm
2538,2538,ma'm triple talaq par supreme court  ki judge ladies honi chahiye thi aurat hi aurat ko samajhti hai.waise GAURI LANKESH BHJ EK AURAT THI,0,mam triple talaq par supreme court ki judge ladies honi chahiye thi aurat hi aurat ko samajhti hai waise gauri lankesh bhj ek aurat thi,"ma'am, the supreme court judge on triple talaq should be a lady, she should accept women like gauri lankesh bhj was a woman.","""मैम, तीन तलाक पर सुप्रीम कोर्ट की जज एक महिला होनी चाहिए, उन्हें गौरी लंकेश भज जैसी महिलाओं को स्वीकार करना चाहिए।""",No_sarcasm
2539,2539,"@ImranKhanPTI SHREK k phanstey he Gorey or N.SETHI Cricket bhi le aay, Mulk abad ho gya hy, NA-120 k GUTTER se DOOD ke nehrain chal pari hy,",0,shrek k phanstey gorey n sethi cricket bhi le aay mulk abad ho gya hy na k gutter se dood ke nehrain chal pari hy,shrek k phanstey gorey n sethi cricket bhi le aak munch abdul hay na k gutter ke dood ke nehrain pir है,SHREK K PHANSTEY GOREY N SETHI CRICKET BHI LE AAK MUNCH ABDUL HAY NA K GUTTER KE DOOD KE NEHRAIN PIR है,No_sarcasm
2540,2540,no srk in dhoom 4 - @bollywood_life  gaytards ki akhri ummid bhi tod di isne  now gaytards be like @iamsrk tuchche 2020 tak hit dega na?pic.twitter.com/FZXn8P3y3Q,0,srk dhoom gaytards ki akhri ummid bhi tod di isne gaytards like tuchche tak hit dega napic twitter comfzxnpyq,srk dhoom gaytards ki akhri umid bhi tod di isne gaytards like tuchche tak dega hit napic twitter comfzxnpyq,srk dhoom gaytards ki akhri umid bhi tod di isne gaytards like tuchche tak dega hit napic twitter comFZXnPyQ,No_sarcasm
2541,2541,Kuch logo ko sirf politics aur religion dikhta hai.,0,kuch logo ko sirf politics aur religion dikhta hai,some people see only politics and religion.,कुछ लोगों को सिर्फ राजनीति और धर्म दिखता है.,No_sarcasm
2542,2542,Indian army ko kamzor samjh rahi ho tum. Sharam aa rahi hai ya nahi. Ispe bhi politics kar rahi ho. Gov nd army kamzor nahi h. Kamzor tum ho,0,indian army ko kamzor samjh rahi ho tum sharam aa rahi hai ya nahi ispe bhi politics kar rahi ho gov nd army kamzor nahi h kamzor tum ho,"are you realizing the weakness of the indian army? are you feeling ashamed or not? you are also doing politics because of this, the government and the army are not weak, you are weak.","""क्या आपको भारतीय सेना की कमज़ोरी का एहसास है? आपको शर्म आ रही है या नहीं? आप इसलिए भी राजनीति कर रहे हैं, सरकार और सेना कमज़ोर नहीं है, आप कमज़ोर हैं।""",No_sarcasm
2543,2543,"Sari Duniya se talak khatam kra do, apni aurat ko to apne paas bula lo,jisey bina #TripleTalaq diye chhor rakha hai,wo dusri bhi nhi kr pai pic.twitter.com/13FDa0fG72",0,sari duniya se talak khatam kra apni aurat ko apne paas bula lo jisey bina tripletalaq diye chhor rakha hai wo dusri bhi nhi kr pai pic twitter comfdafg,"end divorce from the whole world and call your woman to you, the one whom you have left without giving triple talaq, she could not even do it with anyone else pic twitter comfdafg","""पूरी दुनिया से तलाक खत्म करो और अपनी औरत को अपने पास बुलाओ, जिसे तुमने तीन तलाक दिए बिना छोड़ दिया है, वह किसी और के साथ ऐसा भी नहीं कर सकती pic twitter comFDafG""",No_sarcasm
2544,2544,Chinese President Tweets in Hindi KaminoTumhara triple talaq aur Ram Rahim ka topic khatam ho jaye tho meri dhamki pur bhi focus Karna,0,chinese president tweets hindi kaminotumhara triple talaq aur ram rahim ka topic khatam ho jaye tho meri dhamki pur bhi focus karna,chinese president tweets hindi kaminotumhara triple talaq aur ram rahim ka topic khatam ho jaaye tho meri dhamki pur bhi focus karna,Chinese President Tweets Hindi KaminoTumhara triple talaq aur Ram Rahim ka topic khatam ho jaaye tho meri dhamki pur bhi focus Karna,No_sarcasm
2545,2545,"Bollywood mein Chiffon Saree aur Baarish ka choli-daaman ka sambandh jai. Dhak-Dhak, Mr India, Aaj Rapat jaaye.",0,bollywood mein chiffon saree aur baarish ka choli daaman ka sambandh jai dhak dhak mr india aaj rapat jaaye,the relation between chiffon saree and barish ka boli hem in bollywood is being reported today.,बॉलीवुड में शिफॉन साड़ी और बारिश की बोली हेम के बीच संबंध की चर्चा आजकल हो रही है।,No_sarcasm
2546,2546,bangal me to is janam me sambhab nehi hai babu. agle janam ka kya pata? yeh gujrat punjab nehi hai bhai. bangaal hai. politics 100% hai,0,bangal janam sambhab nehi hai babu agle janam ka kya pata yeh gujrat punjab nehi hai bhai bangaal hai politics hai,"bengal is not my beloved, babu, what do you know about the next birth? this is gujarat, not punjab, brother, this is bengal, this is politics.","""बंगाल मेरा प्यारा नहीं है बाबू, अगले जन्म का क्या पता? ये गुजरात है, पंजाब नहीं भाई, ये बंगाल है, ये राजनीति है।""",No_sarcasm
2547,2547,@iPavanTiwari Aap hi Ne Bataya She Hates Men @Mukesh7009 #sarcasm,1,aap hi ne bataya she hates men sarcasm,you told me she hates men sarcasm,आपने मुझसे कहा था कि उसे पुरुषों के व्यंग्य से नफरत है,sarcasm
2548,2548,Sab politics ka khel hai bhai,0,sab politics ka khel hai bhai,"it's all a game of politics, brother!","""यह सब राजनीति का खेल है भाई!""",No_sarcasm
2549,2549,chorro sir ghar baith k tweet kar leta ya padhai jyada politics karne se yai hota hai kya jaroorat thi jane ki ?,0,chorro sir ghar baith k tweet kar leta ya padhai jyada politics karne se yai hota hai kya jaroorat thi jane ki,"thieves sir, should you have tweeted sitting at home or studied too much? was there any need to know what happens by doing too much politics?","""चोर साहब, घर बैठ कर ट्वीट करना चाहिए था या ज्यादा पढ़ाई करनी चाहिए थी? ज्यादा राजनीति करने से क्या होता है, ये जानने की जरूरत थी क्या?""",No_sarcasm
2550,2550,very important day for bangladesh cricket aus ko test me haraya woh din door nahi jab bangladesh kisi khitab ko jite pic.twitter.com/qkrsDOomcv,0,important day bangladesh cricket aus ko test haraya woh din door nahi jab bangladesh kisi khitab ko jite pic twitter comqkrsdoomcv,important day bangladesh cricket aus ko test haraya woh din door nahi jab bangladesh kisi kitab ko jite pic twitter comqkrsdoomcv,important day bangladesh cricket aus ko test haraya woh din door nahi jab bangladesh kisi kitab ko jite pic twitter comqkrsDOomcv,No_sarcasm
2551,2551,Sir jaara is par apni party ka Stand Clear kare Doglapan na dikhaye. AAP bhi Vote bank ki Politics kar rahi hai  @ArvindKejriwalpic.twitter.com/OAvrUYFXD7,0,sir jaara par apni party ka stand clear kare doglapan na dikhaye aap bhi vote bank ki politics kar rahi hai,"sir please clarify your party's stand on jaara, don't show dogmatism, you are also doing vote bank politics","""सर कृपया जारा पर अपनी पार्टी का रुख स्पष्ट करें, हठधर्मिता न दिखाएं, आप भी वोट बैंक की राजनीति कर रहे हैं""",No_sarcasm
2552,2552,@dibyabttb isme bhi @narendramodi ka haath hoga #sarcasm,1,isme bhi ka haath hoga sarcasm,i also have a hand in sarcasm,व्यंग्य में मेरा भी हाथ है,sarcasm
